ensembl	symbol	direction
ENSG00000253649	PRSS51	-1
ENSG00000254999	BRK1	-1
ENSG00000255501	CARD18	-1
ENSG00000256229	ZNF486	-1
ENSG00000256235	SMIM3	-1
ENSG00000256806	C17orf100	-1
ENSG00000257093	DENND11	-1
ENSG00000257446	ZNF878	-1
ENSG00000258818	RNASE4	-1
ENSG00000259417	CTXND1	-1
ENSG00000259956	RBM15B	-1
ENSG00000260001	TGFBR3L	-1
ENSG00000260097	SPDYE6	-1
ENSG00000260325	HSPB9	-1
ENSG00000261236	BOP1	-1
ENSG00000264006	AKR1C8	-1
ENSG00000264522	OTUD7B	-1
ENSG00000265972	TXNIP	-1
ENSG00000267221	C17orf113	-1
ENSG00000267508	ZNF285	-1
ENSG00000269190	FBXO17	-1
ENSG00000269964	MEI4	-1
ENSG00000270299	NA	-1
ENSG00000272031	ANKRD34A	-1
ENSG00000272886	DCP1A	-1
ENSG00000273274	ZBTB8B	-1
ENSG00000273820	USP27X	-1
ENSG00000275152	CCL16	-1
ENSG00000275713	H2BC9	-1
ENSG00000277443	MARCKS	-1
ENSG00000278318	ZNF229	-1
ENSG00000278662	GOLGA6L10	-1
ENSG00000281406	BLACAT1	-1
ENSG00000283473	FAM240A	-1
ENSG00000284505	LYNX1-SLURP2	-1
ENSG00000284713	SMIM38	-1
ENSG00000284753	EEF1AKMT4	-1
ENSG00000285854	NA	-1
ENSG00000285943	NA	-1
ENSG00000286190	NA	-1
